type,ga_weeks,ga_days,L,M,S,p3,p10,p50,p90,p97,-2SD,-1.5SD,±0SD,+1.5SD,+2SD
weight_male_parous,38,3,0.747,2988.690,0.116,2354,2552,2989,3442,3659,2315,2480,2989,3521,3703
weight_male_parous,38,4,0.726,3021.826,0.115,2388,2585,3022,3477,3695,2349,2513,3022,3556,3739
weight_male_parous,38,5,0.716,3037.982,0.115,2404,2601,3038,3493,3712,2365,2529,3038,3573,3756
weight_male_parous,38,6,0.695,3069.470,0.114,2436,2633,3069,3526,3746,2397,2560,3069,3606,3790
weight_male_parous,39,0,0.686,3084.809,0.113,2451,2648,3085,3542,3762,2413,2576,3085,3622,3807
weight_male_parous,39,1,0.676,3099.885,0.113,2467,2663,3100,3557,3778,2428,2591,3100,3637,3823
weight_male_parous,39,2,0.658,3129.283,0.112,2496,2693,3129,3588,3809,2458,2621,3129,3668,3854
weight_male_parous,39,3,0.649,3143.631,0.111,2511,2707,3144,3603,3825,2473,2635,3144,3683,3869
weight_male_parous,39,4,0.633,3171.690,0.110,2539,2735,3172,3631,3854,2501,2663,3172,3712,3899
weight_male_parous,39,5,0.625,3185.427,0.110,2553,2749,3185,3646,3869,2515,2677,3185,3726,3914
weight_male_parous,39,6,0.609,3212.352,0.109,2581,2776,3212,3673,3897,2542,2704,3212,3754,3942
weight_male_parous,40,0,0.602,3225.556,0.109,2594,2789,3226,3687,3911,2556,2717,3226,3768,3956
weight_male_parous,40,1,0.595,3238.597,0.108,2607,2802,3239,3700,3924,2569,2731,3239,3781,3970
weight_male_parous,40,2,0.581,3264.219,0.107,2633,2828,3264,3726,3951,2595,2756,3264,3808,3996
weight_male_parous,40,3,0.574,3276.822,0.107,2646,2841,3277,3739,3964,2608,2769,3277,3820,4010
weight_male_parous,40,4,0.561,3301.680,0.106,2671,2866,3302,3764,3990,2633,2794,3302,3846,4035
weight_male_parous,40,5,0.555,3313.961,0.106,2684,2878,3314,3777,4003,2646,2807,3314,3858,4048
weight_male_parous,40,6,0.543,3338.291,0.105,2709,2903,3338,3802,4028,2671,2831,3338,3883,4073
weight_male_parous,41,0,0.537,3350.361,0.105,2721,2915,3350,3814,4040,2683,2843,3350,3896,4086
weight_male_parous,41,1,0.531,3362.379,0.104,2733,2927,3362,3826,4052,2695,2856,3362,3908,4098
weight_male_parous,41,2,0.519,3386.290,0.104,2757,2951,3386,3850,4077,2720,2880,3386,3932,4123
weight_male_parous,41,3,0.514,3398.198,0.103,2770,2963,3398,3862,4089,2732,2892,3398,3944,4135
weight_male_parous,41,4,0.502,3421.954,0.102,2794,2987,3422,3886,4113,2756,2916,3422,3968,4159
weight_male_parous,41,5,0.496,3433.811,0.102,2806,2999,3434,3898,4125,2769,2928,3434,3980,4171
weight_male_parous,41,6,0.485,3457.502,0.101,2830,3023,3458,3922,4149,2793,2952,3458,4004,4195
weight_female_nulliparous,22,0,0.603,400.942,0.146,297,329,401,479,517,291,317,401,492,524
weight_female_nulliparous,22,1,0.604,411.093,0.146,305,337,411,491,530,298,325,411,505,538
weight_female_nulliparous,22,2,0.606,431.401,0.146,320,354,431,515,556,313,341,431,530,564
weight_female_nulliparous,22,3,0.607,441.561,0.146,327,362,442,527,569,320,349,442,542,578
weight_female_nulliparous,22,4,0.610,461.903,0.146,342,379,462,551,595,335,365,462,567,604
weight_female_nulliparous,22,5,0.611,472.090,0.146,350,387,472,564,608,342,373,472,580,617
weight_female_nulliparous,22,6,0.613,492.505,0.146,365,404,493,588,635,357,389,493,605,644
weight_female_nulliparous,23,0,0.614,502.738,0.146,372,412,503,600,648,364,397,503,617,658
weight_female_nulliparous,23,1,0.616,512.991,0.146,380,421,513,612,661,372,405,513,630,671
weight_female_nulliparous,23,2,0.618,533.567,0.146,395,437,534,637,688,387,422,534,655,698
weight_female_nulliparous,23,3,0.619,543.893,0.146,403,446,544,649,701,394,430,544,668,711
weight_female_nulliparous,23,4,0.622,564.634,0.146,418,463,565,674,728,409,446,565,693,738
weight_female_nulliparous,23,5,0.623,575.052,0.146,425,471,575,686,741,417,454,575,706,752
weight_female_nulliparous,23,6,0.625,595.989,0.146,441,488,596,711,768,432,471,596,732,779
weight_female_nulliparous,24,0,0.627,606.510,0.146,449,497,607,724,782,439,479,607,745,793
weight_female_nulliparous,24,1,0.628,617.069,0.146,456,506,617,737,795,447,487,617,758,807
weight_female_nulliparous,24,2,0.630,638.306,0.146,472,523,638,762,823,462,504,638,784,835
weight_female_nulliparous,24,3,0.632,648.989,0.146,480,532,649,775,836,470,512,649,797,849
weight_female_nulliparous,24,4,0.634,670.493,0.146,496,549,670,800,864,485,529,670,823,877
weight_female_nulliparous,24,5,0.636,681.319,0.146,503,558,681,813,878,493,538,681,837,891
weight_female_nulliparous,24,6,0.638,703.133,0.146,519,576,703,839,906,509,555,703,863,920
weight_female_nulliparous,25,0,0.640,714.124,0.146,528,585,714,853,920,516,564,714,877,934
weight_female_nulliparous,25,1,0.641,725.176,0.146,536,594,725,866,934,524,572,725,891,948
weight_female_nulliparous,25,2,0.644,747.466,0.146,552,612,747,892,963,540,590,747,918,977
weight_female_nulliparous,25,3,0.645,758.710,0.146,560,621,759,906,978,548,599,759,932,992
weight_female_nulliparous,25,4,0.648,781.404,0.146,577,640,781,933,1007,565,616,781,960,1022
weight_female_nulliparous,25,5,0.649,792.859,0.147,585,649,793,947,1022,573,625,793,974,1037
weight_female_nulliparous,25,6,0.652,815.994,0.147,602,668,816,974,1051,589,644,816,1002,1067
weight_female_nulliparous,26,0,0.654,827.677,0.147,611,677,828,988,1066,598,653,828,1016,1082
weight_female_nulliparous,26,1,0.655,839.440,0.147,619,687,839,1002,1082,606,662,839,1031,1098
weight_female_nulliparous,26,2,0.658,863.209,0.147,637,706,863,1031,1112,623,681,863,1060,1129
weight_female_nulliparous,26,3,0.660,875.219,0.147,646,716,875,1045,1128,632,690,875,1075,1144
weight_female_nulliparous,26,4,0.663,899.489,0.147,663,736,899,1074,1159,649,709,899,1105,1176
weight_female_nulliparous,26,5,0.665,911.752,0.147,672,746,912,1088,1175,658,719,912,1120,1192
weight_female_nulliparous,26,6,0.668,936.536,0.147,690,766,937,1118,1206,676,738,937,1150,1224
weight_female_nulliparous,27,0,0.669,949.058,0.147,699,776,949,1133,1223,685,748,949,1165,1241
weight_female_nulliparous,27,1,0.671,961.667,0.147,709,787,962,1148,1239,694,758,962,1181,1257
weight_female_nulliparous,27,2,0.675,987.144,0.147,727,807,987,1178,1272,712,778,987,1212,1290
weight_female_nulliparous,27,3,0.677,1000.013,0.147,737,818,1000,1194,1288,721,788,1000,1228,1307
weight_female_nulliparous,27,4,0.680,1026.008,0.147,756,839,1026,1225,1321,739,808,1026,1260,1341
weight_female_nulliparous,27,5,0.682,1039.132,0.147,765,850,1039,1240,1338,749,819,1039,1276,1358
weight_female_nulliparous,27,6,0.686,1065.627,0.147,785,871,1066,1272,1372,768,839,1066,1308,1392
weight_female_nulliparous,28,0,0.688,1078.994,0.147,794,882,1079,1288,1389,777,850,1079,1325,1410
weight_female_nulliparous,28,1,0.690,1092.439,0.147,804,893,1092,1304,1407,787,860,1092,1341,1427
weight_female_nulliparous,28,2,0.695,1119.555,0.147,824,915,1120,1336,1441,806,882,1120,1374,1463
weight_female_nulliparous,28,3,0.697,1133.222,0.147,834,926,1133,1352,1459,816,892,1133,1391,1480
weight_female_nulliparous,28,4,0.702,1160.770,0.147,854,949,1161,1385,1494,836,914,1161,1425,1516
weight_female_nulliparous,28,5,0.704,1174.647,0.147,864,960,1175,1402,1512,845,925,1175,1441,1534
weight_female_nulliparous,28,6,0.709,1202.605,0.147,885,983,1203,1435,1547,865,947,1203,1476,1570
weight_female_nulliparous,29,0,0.712,1216.684,0.147,895,994,1217,1452,1565,875,958,1217,1493,1588
weight_female_nulliparous,29,1,0.714,1230.828,0.147,905,1006,1231,1468,1583,885,969,1231,1510,1607
weight_female_nulliparous,29,2,0.720,1259.306,0.147,926,1029,1259,1502,1620,906,991,1259,1545,1643
weight_female_nulliparous,29,3,0.723,1273.641,0.147,936,1041,1274,1519,1638,916,1002,1274,1562,1662
weight_female_nulliparous,29,4,0.729,1302.498,0.147,957,1064,1302,1553,1675,937,1025,1302,1597,1699
weight_female_nulliparous,29,5,0.732,1317.020,0.147,968,1076,1317,1570,1693,947,1036,1317,1615,1718
weight_female_nulliparous,29,6,0.738,1346.249,0.146,989,1100,1346,1605,1730,968,1059,1346,1650,1755
weight_female_nulliparous,30,0,0.742,1360.956,0.146,1000,1112,1361,1622,1749,978,1071,1361,1668,1774
weight_female_nulliparous,30,1,0.745,1375.724,0.146,1011,1124,1376,1640,1767,989,1082,1376,1686,1793
weight_female_nulliparous,30,2,0.752,1405.443,0.146,1033,1148,1405,1675,1805,1010,1106,1405,1722,1831
weight_female_nulliparous,30,3,0.756,1420.394,0.146,1043,1160,1420,1693,1824,1021,1117,1420,1740,1850
weight_female_nulliparous,30,4,0.763,1450.481,0.146,1065,1185,1450,1728,1862,1042,1141,1450,1776,1888
weight_female_nulliparous,30,5,0.767,1465.619,0.146,1077,1197,1466,1746,1881,1053,1153,1466,1795,1908
weight_female_nulliparous,30,6,0.775,1496.084,0.146,1099,1222,1496,1782,1919,1075,1177,1496,1831,1946
weight_female_nulliparous,31,0,0.779,1511.412,0.146,1110,1235,1511,1800,1938,1086,1189,1511,1850,1966
weight_female_nulliparous,31,1,0.783,1526.806,0.146,1121,1248,1527,1818,1957,1097,1201,1527,1868,1985
weight_female_nulliparous,31,2,0.792,1557.787,0.146,1144,1273,1558,1854,1996,1119,1226,1558,1905,2024
weight_female_nulliparous,31,3,0.796,1573.375,0.145,1156,1286,1573,1872,2015,1130,1238,1573,1924,2044
weight_female_nulliparous,31,4,0.805,1604.746,0.145,1179,1312,1605,1909,2054,1153,1263,1605,1961,2083
weight_female_nulliparous,31,5,0.809,1620.533,0.145,1190,1325,1621,1927,2074,1164,1275,1621,1980,2103
weight_female_nulliparous,31,6,0.818,1652.314,0.145,1214,1351,1652,1964,2113,1187,1301,1652,2018,2143
weight_female_nulliparous,32,0,0.822,1668.311,0.145,1226,1364,1668,1983,2133,1199,1313,1668,2037,2163
weight_female_nulliparous,32,1,0.826,1684.380,0.145,1238,1377,1684,2001,2153,1210,1326,1684,2056,2183
weight_female_nulliparous,32,2,0.835,1716.737,0.144,1262,1404,1717,2039,2193,1234,1352,1717,2095,2223
weight_female_nulliparous,32,3,0.839,1733.027,0.144,1274,1418,1733,2058,2213,1246,1365,1733,2114,2244
weight_female_nulliparous,32,4,0.848,1765.830,0.144,1299,1445,1766,2096,2253,1270,1392,1766,2153,2284
weight_female_nulliparous,32,5,0.852,1782.344,0.144,1311,1459,1782,2115,2273,1282,1405,1782,2172,2305
weight_female_nulliparous,32,6,0.860,1815.602,0.143,1336,1487,1816,2153,2313,1307,1432,1816,2211,2346
weight_female_nulliparous,33,0,0.864,1832.346,0.143,1349,1501,1832,2172,2334,1319,1445,1832,2231,2366
weight_female_nulliparous,33,1,0.867,1849.165,0.143,1362,1515,1849,2192,2354,1332,1459,1849,2251,2387
weight_female_nulliparous,33,2,0.874,1883.029,0.142,1388,1544,1883,2230,2395,1357,1487,1883,2290,2428
weight_female_nulliparous,33,3,0.878,1900.072,0.142,1401,1558,1900,2250,2416,1370,1501,1900,2310,2449
weight_female_nulliparous,33,4,0.884,1934.376,0.142,1428,1587,1934,2289,2457,1396,1529,1934,2350,2491
weight_female_nulliparous,33,5,0.887,1951.634,0.141,1441,1602,1952,2309,2478,1409,1543,1952,2370,2512
weight_female_nulliparous,33,6,0.892,1986.354,0.141,1468,1631,1986,2348,2520,1436,1572,1986,2411,2554
weight_female_nulliparous,34,0,0.895,2003.812,0.141,1482,1646,2004,2368,2540,1450,1586,2004,2431,2575
weight_female_nulliparous,34,1,0.897,2021.330,0.140,1496,1662,2021,2388,2561,1463,1601,2021,2451,2596
weight_female_nulliparous,34,2,0.901,2056.536,0.140,1524,1692,2057,2428,2603,1491,1631,2057,2492,2638
weight_female_nulliparous,34,3,0.903,2074.217,0.139,1538,1707,2074,2448,2624,1505,1645,2074,2512,2659
weight_female_nulliparous,34,4,0.905,2109.722,0.139,1567,1738,2110,2488,2666,1533,1676,2110,2552,2702
weight_female_nulliparous,34,5,0.906,2127.539,0.138,1582,1754,2128,2507,2687,1548,1691,2128,2573,2723
weight_female_nulliparous,34,6,0.908,2163.282,0.137,1611,1785,2163,2547,2729,1577,1722,2163,2613,2765
weight_female_nulliparous,35,0,0.908,2181.195,0.137,1626,1801,2181,2567,2750,1591,1737,2181,2634,2786
weight_female_nulliparous,35,1,0.908,2199.129,0.137,1641,1817,2199,2587,2771,1606,1753,2199,2654,2807
weight_female_nulliparous,35,2,0.908,2235.037,0.136,1671,1849,2235,2627,2812,1636,1784,2235,2694,2849
weight_female_nulliparous,35,3,0.907,2253.003,0.135,1687,1865,2253,2647,2833,1651,1800,2253,2715,2870
weight_female_nulliparous,35,4,0.905,2288.939,0.134,1718,1898,2289,2686,2874,1682,1832,2289,2755,2912
weight_female_nulliparous,35,5,0.904,2306.904,0.134,1733,1914,2307,2706,2895,1697,1848,2307,2775,2933
weight_female_nulliparous,35,6,0.900,2342.807,0.133,1765,1947,2343,2745,2936,1729,1880,2343,2815,2974
weight_female_nulliparous,36,0,0.898,2360.740,0.132,1781,1964,2361,2765,2956,1744,1897,2361,2834,2994
weight_female_nulliparous,36,1,0.895,2378.655,0.132,1797,1980,2379,2784,2976,1760,1913,2379,2854,3015
weight_female_nulliparous,36,2,0.889,2414.416,0.131,1829,2013,2414,2823,3016,1792,1946,2414,2893,3055
weight_female_nulliparous,36,3,0.885,2432.256,0.130,1845,2030,2432,2842,3036,1809,1962,2432,2913,3075
weight_female_nulliparous,36,4,0.877,2467.833,0.129,1878,2064,2468,2880,3076,1841,1996,2468,2951,3115
weight_female_nulliparous,36,5,0.873,2485.560,0.129,1894,2080,2486,2899,3095,1858,2012,2486,2971,3135
weight_female_nulliparous,36,6,0.863,2520.862,0.127,1927,2114,2521,2937,3134,1891,2046,2521,3009,3174
weight_female_nulliparous,37,0,0.857,2538.419,0.127,1944,2131,2538,2956,3154,1907,2062,2538,3027,3193
weight_female_nulliparous,37,1,0.852,2555.903,0.126,1961,2148,2556,2974,3173,1924,2079,2556,3046,3212
weight_female_nulliparous,37,2,0.840,2590.626,0.125,1994,2181,2591,3011,3210,1957,2113,2591,3083,3250
weight_female_nulliparous,37,3,0.833,2607.854,0.124,2011,2198,2608,3029,3229,1974,2130,2608,3101,3269
weight_female_nulliparous,37,4,0.820,2642.004,0.123,2044,2232,2642,3064,3266,2007,2163,2642,3137,3306
weight_female_nulliparous,37,5,0.813,2658.908,0.122,2061,2248,2659,3082,3284,2024,2180,2659,3155,3324
weight_female_nulliparous,37,6,0.798,2692.326,0.121,2094,2281,2692,3117,3319,2057,2213,2692,3190,3360
weight_female_nulliparous,38,0,0.791,2708.820,0.120,2110,2298,2709,3134,3337,2073,2229,2709,3207,3377
weight_female_nulliparous,38,1,0.783,2725.156,0.120,2127,2314,2725,3150,3354,2090,2245,2725,3224,3395
weight_female_nulliparous,38,2,0.768,2757.313,0.119,2159,2346,2757,3183,3388,2122,2277,2757,3258,3428
weight_female_nulliparous,38,3,0.760,2773.124,0.118,2175,2362,2773,3200,3404,2138,2293,2773,3274,3445
weight_female_nulliparous,38,4,0.745,2804.191,0.117,2206,2393,2804,3231,3436,2170,2325,2804,3306,3478
weight_female_nulliparous,38,5,0.737,2819.438,0.116,2222,2408,2819,3247,3452,2185,2340,2819,3322,3494
weight_female_nulliparous,38,6,0.722,2849.331,0.115,2252,2438,2849,3278,3483,2216,2370,2849,3352,3525
weight_female_nulliparous,39,0,0.714,2863.961,0.114,2267,2453,2864,3292,3498,2231,2385,2864,3367,3540
weight_female_nulliparous,39,1,0.707,2878.374,0.114,2282,2468,2878,3307,3513,2246,2400,2878,3382,3555
weight_female_nulliparous,39,2,0.692,2906.536,0.113,2311,2496,2907,3336,3542,2275,2428,2907,3411,3584
weight_female_nulliparous,39,3,0.685,2920.286,0.112,2325,2510,2920,3350,3557,2289,2442,2920,3425,3598
weight_female_nulliparous,39,4,0.671,2947.132,0.111,2352,2537,2947,3377,3584,2316,2469,2947,3452,3626
weight_female_nulliparous,39,5,0.664,2960.242,0.111,2366,2550,2960,3390,3598,2330,2483,2960,3465,3640
weight_female_nulliparous,39,6,0.650,2985.861,0.110,2392,2576,2986,3416,3624,2356,2509,2986,3491,3666
weight_female_nulliparous,40,0,0.644,2998.377,0.109,2405,2589,2998,3429,3637,2369,2521,2998,3504,3679
weight_female_nulliparous,40,1,0.637,3010.707,0.109,2418,2601,3011,3441,3650,2382,2534,3011,3517,3692
weight_female_nulliparous,40,2,0.625,3034.841,0.108,2442,2626,3035,3466,3674,2406,2558,3035,3541,3716
weight_female_nulliparous,40,3,0.619,3046.669,0.108,2454,2638,3047,3478,3687,2418,2570,3047,3553,3729
weight_female_nulliparous,40,4,0.608,3069.911,0.107,2478,2661,3070,3501,3710,2442,2594,3070,3577,3752
weight_female_nulliparous,40,5,0.602,3081.355,0.106,2490,2673,3081,3513,3722,2454,2606,3081,3588,3764
weight_female_nulliparous,40,6,0.592,3103.976,0.106,2513,2696,3104,3535,3745,2477,2628,3104,3611,3787
weight_female_nulliparous,41,0,0.586,3115.188,0.105,2524,2707,3115,3547,3756,2489,2640,3115,3623,3799
weight_female_nulliparous,41,1,0.581,3126.352,0.105,2536,2718,3126,3558,3768,2500,2651,3126,3634,3810
weight_female_nulliparous,41,2,0.571,3148.575,0.104,2559,2741,3149,3580,3790,2523,2674,3149,3656,3833
weight_female_nulliparous,41,3,0.566,3159.651,0.104,2570,2752,3160,3591,3801,2534,2685,3160,3667,3844
weight_female_nulliparous,41,4,0.556,3181.759,0.103,2593,2775,3182,3614,3824,2557,2708,3182,3690,3866
weight_female_nulliparous,41,5,0.552,3192.798,0.103,2604,2786,3193,3625,3835,2569,2719,3193,3701,3877
weight_female_nulliparous,41,6,0.542,3214.858,0.102,2627,2808,3215,3647,3857,2591,2741,3215,3723,3899
weight_female_parous,22,0,1.281,426.889,0.139,310,349,427,501,535,303,335,427,514,542
weight_female_parous,22,1,1.276,435.934,0.139,317,356,436,512,546,309,342,436,525,553
weight_female_parous,22,2,1.266,454.033,0.139,330,371,454,533,569,322,356,454,546,576
weight_female_parous,22,3,1.261,463.088,0.139,337,378,463,544,581,329,363,463,557,588
weight_female_parous,22,4,1.251,481.218,0.139,350,393,481,565,604,342,378,481,579,611
weight_female_parous,22,5,1.245,490.294,0.139,357,401,490,576,615,348,385,490,590,623
weight_female_parous,22,6,1.235,508.482,0.140,370,415,508,598,638,361,399,508,613,646
weight_female_parous,23,0,1.230,517.598,0.140,377,423,518,608,650,368,406,518,624,658
weight_female_parous,23,1,1.225,526.735,0.140,384,430,527,619,662,374,413,527,635,670
weight_female_parous,23,2,1.215,545.081,0.140,397,445,545,641,685,387,428,545,657,694
weight_female_parous,23,3,1.210,554.299,0.140,404,453,554,652,697,394,435,554,668,705
weight_female_parous,23,4,1.199,572.842,0.140,417,468,573,674,720,407,450,573,691,729
weight_female_parous,23,5,1.194,582.175,0.140,424,476,582,685,732,414,457,582,702,741
weight_female_parous,23,6,1.184,600.983,0.140,438,491,601,707,756,427,472,601,725,766
weight_female_parous,24,0,1.179,610.466,0.140,445,499,610,719,768,434,479,610,737,778
weight_female_parous,24,1,1.173,620.006,0.140,452,507,620,730,780,441,487,620,748,790
weight_female_parous,24,2,1.162,639.273,0.141,466,522,639,753,805,455,502,639,772,815
weight_female_parous,24,3,1.157,649.009,0.141,473,530,649,764,817,462,510,649,784,828
weight_female_parous,24,4,1.146,668.705,0.141,488,546,669,788,843,476,525,669,808,853
weight_female_parous,24,5,1.140,678.674,0.141,495,555,679,800,855,483,533,679,820,866
weight_female_parous,24,6,1.129,698.874,0.141,510,571,699,824,881,498,549,699,845,893
weight_female_parous,25,0,1.123,709.112,0.141,518,579,709,836,894,505,557,709,857,906
weight_female_parous,25,1,1.118,719.447,0.141,525,588,719,848,908,513,565,719,870,919
weight_female_parous,25,2,1.106,740.419,0.141,541,605,740,873,935,528,582,740,896,947
weight_female_parous,25,3,1.100,751.062,0.141,548,614,751,886,948,535,590,751,909,961
weight_female_parous,25,4,1.088,772.674,0.141,564,631,773,912,976,551,607,773,935,989
weight_female_parous,25,5,1.081,783.647,0.142,573,640,784,925,990,559,616,784,949,1003
weight_female_parous,25,6,1.069,805.938,0.142,589,659,806,951,1019,575,633,806,976,1032
weight_female_parous,26,0,1.062,817.259,0.142,597,668,817,965,1033,583,642,817,990,1047
weight_female_parous,26,1,1.056,828.700,0.142,606,677,829,979,1048,592,651,829,1004,1062
weight_female_parous,26,2,1.043,851.948,0.142,623,696,852,1006,1078,608,670,852,1033,1093
weight_female_parous,26,3,1.036,863.758,0.142,632,706,864,1021,1093,617,679,864,1047,1108
weight_female_parous,26,4,1.022,887.756,0.142,650,726,888,1049,1125,634,698,888,1077,1139
weight_female_parous,26,5,1.015,899.945,0.142,659,736,900,1064,1140,643,708,900,1092,1156
weight_female_parous,26,6,1.001,924.707,0.142,677,756,925,1093,1172,661,727,925,1122,1188
weight_female_parous,27,0,0.994,937.281,0.142,686,766,937,1109,1189,670,737,937,1138,1205
weight_female_parous,27,1,0.987,949.983,0.143,696,777,950,1124,1205,680,747,950,1153,1221
weight_female_parous,27,2,0.972,975.773,0.143,715,798,976,1155,1239,698,768,976,1185,1255
weight_female_parous,27,3,0.965,988.859,0.143,725,809,989,1170,1256,708,778,989,1201,1273
weight_female_parous,27,4,0.950,1015.412,0.143,744,830,1015,1202,1290,727,799,1015,1234,1308
weight_female_parous,27,5,0.942,1028.876,0.143,754,841,1029,1218,1308,737,810,1029,1251,1325
weight_female_parous,27,6,0.927,1056.181,0.143,775,864,1056,1251,1343,757,831,1056,1285,1362
weight_female_parous,28,0,0.920,1070.020,0.143,785,875,1070,1268,1361,767,842,1070,1302,1380
weight_female_parous,28,1,0.912,1083.984,0.143,796,887,1084,1285,1379,778,853,1084,1319,1398
weight_female_parous,28,2,0.896,1112.286,0.143,817,910,1112,1319,1416,798,876,1112,1354,1436
weight_female_parous,28,3,0.889,1126.623,0.144,827,922,1127,1336,1435,809,887,1127,1372,1455
weight_female_parous,28,4,0.873,1155.661,0.144,849,945,1156,1371,1473,830,910,1156,1408,1493
weight_female_parous,28,5,0.865,1170.359,0.144,860,958,1170,1389,1492,841,922,1170,1426,1513
weight_female_parous,28,6,0.850,1200.105,0.144,882,982,1200,1424,1531,863,946,1200,1463,1552
weight_female_parous,29,0,0.842,1215.148,0.144,894,994,1215,1442,1551,874,957,1215,1482,1573
weight_female_parous,29,1,0.834,1230.302,0.144,905,1007,1230,1461,1571,885,970,1230,1501,1593
weight_female_parous,29,2,0.818,1260.932,0.144,928,1032,1261,1498,1611,908,994,1261,1539,1633
weight_female_parous,29,3,0.811,1276.406,0.144,940,1045,1276,1516,1631,919,1006,1276,1558,1654
weight_female_parous,29,4,0.795,1307.660,0.144,963,1071,1308,1554,1672,942,1031,1308,1597,1696
weight_female_parous,29,5,0.788,1323.439,0.144,975,1084,1323,1573,1693,954,1044,1323,1616,1717
weight_female_parous,29,6,0.773,1355.290,0.144,999,1110,1355,1611,1734,977,1069,1355,1656,1759
weight_female_parous,30,0,0.765,1371.355,0.145,1011,1123,1371,1631,1755,989,1082,1371,1676,1781
weight_female_parous,30,1,0.758,1387.512,0.145,1023,1136,1388,1650,1777,1001,1095,1388,1696,1802
weight_female_parous,30,2,0.743,1420.085,0.145,1048,1163,1420,1689,1819,1025,1121,1420,1736,1845
weight_female_parous,30,3,0.736,1436.497,0.145,1060,1177,1436,1709,1841,1038,1134,1436,1757,1867
weight_female_parous,30,4,0.722,1469.559,0.145,1085,1204,1470,1749,1884,1062,1161,1470,1798,1911
weight_female_parous,30,5,0.715,1486.203,0.145,1098,1218,1486,1769,1906,1075,1174,1486,1819,1933
weight_female_parous,30,6,0.702,1519.701,0.145,1123,1246,1520,1809,1950,1100,1201,1520,1860,1978
weight_female_parous,31,0,0.695,1536.548,0.145,1136,1260,1537,1829,1972,1112,1214,1537,1881,2000
weight_female_parous,31,1,0.689,1553.456,0.145,1149,1274,1553,1850,1994,1125,1228,1553,1902,2023
weight_female_parous,31,2,0.677,1587.440,0.145,1175,1302,1587,1891,2038,1150,1255,1587,1944,2068
weight_female_parous,31,3,0.671,1604.510,0.145,1188,1316,1605,1911,2060,1163,1269,1605,1965,2090
weight_female_parous,31,4,0.660,1638.791,0.145,1214,1345,1639,1952,2105,1189,1297,1639,2007,2136
weight_female_parous,31,5,0.654,1655.999,0.145,1227,1359,1656,1973,2127,1202,1310,1656,2029,2158
weight_female_parous,31,6,0.644,1690.544,0.145,1254,1388,1691,2014,2172,1228,1338,1691,2071,2204
weight_female_parous,32,0,0.639,1707.879,0.145,1267,1402,1708,2035,2194,1241,1352,1708,2092,2227
weight_female_parous,32,1,0.635,1725.255,0.144,1280,1417,1725,2055,2217,1254,1366,1725,2114,2249
weight_female_parous,32,2,0.626,1760.129,0.144,1307,1446,1760,2097,2262,1280,1395,1760,2156,2295
weight_female_parous,32,3,0.622,1777.624,0.144,1321,1461,1778,2118,2284,1293,1409,1778,2178,2318
weight_female_parous,32,4,0.615,1812.721,0.144,1348,1490,1813,2159,2329,1320,1438,1813,2221,2363
weight_female_parous,32,5,0.612,1830.323,0.144,1361,1505,1830,2180,2352,1333,1452,1830,2242,2386
weight_female_parous,32,6,0.605,1865.626,0.144,1389,1535,1866,2222,2396,1360,1481,1866,2285,2432
weight_female_parous,33,0,0.603,1883.328,0.144,1402,1550,1883,2242,2419,1374,1495,1883,2306,2455
weight_female_parous,33,1,0.600,1901.062,0.143,1416,1565,1901,2263,2441,1387,1510,1901,2328,2477
weight_female_parous,33,2,0.595,1936.628,0.143,1444,1595,1937,2305,2486,1415,1539,1937,2370,2523
weight_female_parous,33,3,0.593,1954.461,0.143,1458,1610,1954,2326,2508,1429,1554,1954,2392,2545
weight_female_parous,33,4,0.589,1990.234,0.143,1486,1640,1990,2368,2553,1456,1583,1990,2434,2591
weight_female_parous,33,5,0.588,2008.179,0.142,1500,1656,2008,2388,2575,1470,1598,2008,2456,2613
weight_female_parous,33,6,0.584,2044.197,0.142,1529,1686,2044,2430,2620,1499,1628,2044,2499,2658
weight_female_parous,34,0,0.583,2062.279,0.142,1544,1702,2062,2451,2642,1513,1644,2062,2520,2681
weight_female_parous,34,1,0.581,2080.413,0.141,1558,1718,2080,2472,2664,1527,1659,2080,2541,2703
weight_female_parous,34,2,0.579,2116.842,0.141,1587,1749,2117,2514,2709,1556,1689,2117,2584,2749
weight_female_parous,34,3,0.578,2135.138,0.141,1602,1765,2135,2535,2731,1571,1705,2135,2606,2771
weight_female_parous,34,4,0.575,2171.900,0.140,1632,1797,2172,2576,2776,1600,1736,2172,2648,2816
weight_female_parous,34,5,0.574,2190.372,0.140,1647,1813,2190,2597,2798,1615,1752,2190,2670,2838
weight_female_parous,34,6,0.572,2227.500,0.139,1678,1846,2228,2639,2842,1645,1784,2228,2713,2883
weight_female_parous,35,0,0.571,2246.157,0.139,1694,1862,2246,2660,2864,1661,1800,2246,2734,2906
weight_female_parous,35,1,0.570,2264.874,0.138,1709,1879,2265,2681,2887,1676,1816,2265,2755,2928
weight_female_parous,35,2,0.568,2302.479,0.137,1741,1912,2302,2724,2931,1707,1849,2302,2798,2973
weight_female_parous,35,3,0.566,2321.361,0.137,1757,1929,2321,2745,2953,1723,1866,2321,2820,2995
weight_female_parous,35,4,0.564,2359.265,0.136,1789,1963,2359,2787,2997,1755,1899,2359,2863,3040
